place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Phi Phi Leh island,Thailand,https://www.google.com/maps/place/Phi+Phi+Leh,"Phi Phi Leh island is located in the Andaman Sea of Thailand, about 40 kilometers (25 miles) southeast of Phuket and about the same distance from Krabi.

Phi Phi Leh is the sister island to Phi Phi Don, and it has some incredible spots. The most well known is Maya Bay , which is a hidden (but famous) white sand beach surrounded by huge limestone rock cliffs. Most boat tours to Maya Bay also stop at the similarly incredible Loh Sama Bay and then the Pileh Lagoon. The water all around this island is so clear and turquoise it looks like Listerine or something.",Krabi,island,The World Travel Guy,5,6,14,8,6,4,3,6,4,6,1,2026-04-07
Phi Phi Natural Resort,Thailand,https://www.google.com/maps/place/Phi+Phi+Natural+Resort,"Phi Phi Natural Resort is one of the top resort recommendations in Phi Phi Don island.

A resort on Phi Phi Don island, offering accommodation and amenities for tourists.",Phi Phi,resort,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Phi Ta Khon Dan Sai Museum,Thailand,https://maps.app.goo.gl/cnwG3RUuwJzw8Ent5,"Inside the temple, you’ll also find the , a small yet charming place that gives you a great overview of what the festival is all about. You can see some of the older ghost masks, costumes, and other cultural artifacts on display. The museum is air-conditioned too, so naturally, you’ll find plenty of people hanging out inside, taking a break from the heat before heading back out to party.

If you want to learn more about Phi Ta Khon and see how Dan Sai has celebrated the festival over the years, be sure to visit the , located inside Wat Phon Chai—the site of the main festival events.",,,,4,5,12,2,4,8,2,6,4,6,1,2026-04-07
Phimai Festival,Thailand,https://maps.app.goo.gl/58rAhrGh3aKDwMuk8,"If you can align your visit with the first weekend of November every year, the city organizes , a 5-day fantastical event that turns the quiet streets of Phimai into a time machine, where one can step in and relive the good old days with traditional performances, ancient markets, and more.",,,,3,7,4,1,7,10,0,7,6,8,1,2026-04-07
Phimai Historical Park,Thailand,https://maps.app.goo.gl/58rAhrGh3aKDwMuk8,"After you are done with breakfast, you can drive to , probably one of the most recognizable landmarks in all of Korat. Located about an hour away from Korat city center, in the quiet town of Phimai, the historical park is home to a stunning Khmer temple complex that resembles the famous Angkor Wat in Cambodia.",,,,5,7,4,10,6,10,0,7,1,8,1,2026-04-07
Phra Atthit Road,Thailand,https://goo.gl/maps/bz2uToyLPYizw5X36,"If you are looking for a place to eat lunch within the Old City area of Bangkok, you can't go wrong with the , a strip of road located not too far from Bangkok National Museum where you will find a ton of delicious local restaurants all lined up on one street for you to explore.",,,,1,1,8,0,0,8,9,5,9,9,1,2026-04-07
Phra Borommathat Nadun,Thailand,https://maps.app.goo.gl/oQ7ggC69Uf87k1iy9,"Next up is , one of the most sacred and highly revered temples in Maha Sarakham. You will often see Thai people from across the country come and make merit here as they pass through the province. The temple is best known for the massive white pagoda that stands on the very site where archaeologists unearthed an ancient relic stupa containing the Buddha’s remains inside, likely dating from the Dvaravati period (circa 6th–8th centuries).

From here, you can continue driving southwest until you arrive at , one of the most sacred and highly revered temples in Maha Sarakham, best known for the massive white pagoda that stands on the very site where archaeologists unearthed an ancient relic stupa containing the Buddha’s remains inside, likely dating from the Dvaravati period (circa 6th–8th centuries).",,,,0,3,2,1,3,10,0,4,5,9,1,2026-04-07
Phra Maha Chedi Chai Mongkhon,Thailand,https://maps.app.goo.gl/R6rACn2LNQTWwdYPA,"Just before reaching Mukdahan, be sure to go and check out the remaining Roi Et’s attractions that I mentioned earlier like Waterfall Cave Soda and . These spots are so close to the border between the two provinces that it would be a shame to drive past without seeing them.

on the other hand, is a gigantic temple built on a mountain opposite Waterfall Cave Soda. You can even see the spire of its pagoda from the Waterfall Cave Soda parking lot, which shows just how large the temple is. I've never seen any temple as epic as this one in Isaan, so be sure not to miss it!

is a gigantic temple built on a mountain opposite Waterfall Cave Soda. You can even see the spire of its structure from the Waterfall Cave Soda parking lot, which shows just how large the temple is. It is about a 25-minute drive from Waterfall Cave Soda and definitely a must-see, especially if you are already in the area.",,,,1,4,4,9,8,5,0,4,0,6,1,2026-04-07
Phra Mahathat Chedi Phakdee Prakat,Thailand,https://goo.gl/maps/PUTGHJaL5qSAY7EKA,"Probably one of the most iconic and photogenic temples in Prachuap Khiri Khan, , is a colorful Buddhist temple located on top of a hill overlooking the beautiful pristine coastline of the province.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Phra Mahathat Kaen Nakhon,Thailand,https://maps.app.goo.gl/aWQPV1AdSXQDkHYC7,"From Phu Wiang, it should be another hour's drive until you arrive in Khon Kaen City, where you can spend the rest of the day relaxing and exploring the city. Places like , and Columbo Craft Village, should keep you occupied until evening comes, where you can then head over to Bueng Kaen Nakhon Night Market to find some street food for dinner.

If you're looking for a great high point to catch a view of Khon Kaen City from above, I highly recommend checking out , one of Khon Kaen’s most revered temples. It’s home to a beautiful and iconic nine-story stupa that you can climb to enjoy a stunning panoramic view of the city.",,,,2,4,6,6,4,8,4,8,4,8,1,2026-04-07
Phra Pathom Chedi,Thailand,https://goo.gl/maps/JoJfVL6H2WUcAJG36,"The province is home to the much-revered  pagoda, a massive ancient pagoda considered to be the tallest in the country with the top spire reaching over 120 meters.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Phra Samut Chedi,Thailand,https://goo.gl/maps/ogmQKCgwsMetyaJr5,"is an old pagoda built in the early 19th century, located right by the bank of the Chao Phraya River.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Phra Sumen Fort,Thailand,"https://www.google.com/maps/place/Phra+Sumen+Fort,+Bangkok,+Thailand",One of the oldest remaining fortifications in the city.,Central Thailand,Fort,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Phra That Cave,Thailand,https://goo.gl/maps/XBSRA1bJe2QhcS1p6,"If you have time left, you can take your scooter even further into the Erawan national park and visit  where you will find plenty of beautiful rock formations, with one looking like a Buddha image and another that looks like a coral reef.",,,,2,6,4,10,9,4,0,6,0,5,1,2026-04-07
Phra That Inthaplang,Thailand,https://maps.app.goo.gl/oEbVTNvvmsQSMCjZ9,"One of the lesser-known temples, even among locals, is , a newly built temple located right on the border between Maha Sarakham, Surin, and Buriram. It features one of the most unique architectural designs in the area, with inspiration drawn from contemporary styles, Isaan traditions, and even ancient Khmer architecture.

After a little detour, you will then be driving all the way to Chaiyaphum, which will take about 3 hours. You can break this trip by visiting , a temple featuring one of the most unique architectural designs in the area, with inspiration drawn from contemporary styles, Isaan traditions, and even ancient Khmer architecture, located along the way.",,,,2,4,4,2,6,10,0,6,4,8,1,2026-04-07
Phra That Klang Nam,Thailand,https://maps.app.goo.gl/AA2U47y8BVYDkHVg8,"Another highly revered site among both locals and Thai tourists is , which translates to a stupa in the middle of the water. The name reflects its unfortunate state and current location about 180–200 meters off the Thai shore of the Mekong River.",,,,0,2,8,8,8,9,0,5,0,6,1,2026-04-07
Phra That Nakorn,Thailand,https://maps.app.goo.gl/XfTU9UAwPefeKMKT9,"Visiting all seven is believed to bring even more good fortune and spiritual fulfillment. If you have time, you can do just that, but it may seem easier than it actually is as many of them are scattered across the province with at least 4 of them further inland. I managed to only visit 3 of them; Wat Phrathat Phanom, Phra That Renu, and .

Most of the temples here open at 5 AM and close around 6 PM, except for Wat Phrathat Phanom, the most famous one, which stays open until 9 PM. The best part? All of them have no entry fee, which is awesome. Visiting these sites is a fun activity, but you’ll need a car to reach most of them. The only exception is , which is conveniently located right in the city center and doesn’t require a car to visit.",,,,0,3,10,2,3,8,1,4,3,3,1,2026-04-07
Phra That Phu Phek,Thailand,https://maps.app.goo.gl/eRcygvVWPkQgTMGU6,"One of my favorite ancient Khmer ruins in Sakon Nakhon is , located at the top of Phu Phek mountain about 35 km west of Sakon Nakhon City. Believed to have been constructed between the 11th to 12th centuries, this sacred site goes to show just how far and wide the Khmer Empire was back in the day.",,,,1,4,4,8,7,10,0,5,0,8,1,2026-04-07
Phra That Yaku,Thailand,https://maps.app.goo.gl/7KmsKBiSdt1aDLxL6,"From Khon Kaen, we will be heading to Mukdahan through Kalasin, and our first stop of the day is , one of the oldest and most sacred temples in Kalasin province.

I bet you didn't know this, but Kalasin is home to one of the most ancient temples in the region called , which is believed to have been built between the 7th and 11th centuries during the Dvaravati period. The temple features two bases of stupas and one standing stupa with its early Buddhist architectural style.",,,,2,4,10,4,4,8,2,4,4,6,1,2026-04-07
Phrathat Narai Cheng Weng,Thailand,https://maps.app.goo.gl/oyrwSDJhnCsPsSXw5,"For a more accessible Khmer temple, you can also check out , a highly revered Khmer ruin located not too far from Sakon Nakhon Airport. Believed to have been constructed during the 11th century, this sandstone tower stands on a laterite base and is adorned with intricate carvings depicting Hindu deities and mythological scenes.",,,,1,4,0,7,5,10,0,4,0,7,1,2026-04-07
Phraya Kankak Museum,Thailand,https://maps.app.goo.gl/K5mQkdoqUwVjeb9d6,"Once done, you can then visit the , located on the banks of Klong Chiam Lake. The museum is housed inside a building shaped like a giant orange toad. Yes, you read that right! This brightly painted toad is just standing there, right in the heart of Yasothon City Center, and this is where you can learn more about how the rocket festival came to be, as well as other interesting sides of Yasothon's history.

Yasothon is a province with many charming traditions that are rooted in local legends and folklore. Arguably, one of the most well-known traditions here is the rocket festival, where people from all over the province come to shoot homemade rockets into the sky. If you want to understand the reason why they do that, you have to come and visit .",,,,1,4,2,4,6,9,0,4,0,8,1,2026-04-07
Phraya Nakhon Cave,Thailand,https://goo.gl/maps/4aRNFzS2GZgJgZMK6,"One of the most magical sights you can experience in Prachuap Khiri Khan, if not the whole of Thailand, is when the light shines through a cavern illuminating a royal throne inside .

You can also visit , a large cavern located deep in the mountain where you will find a royal throne built right in the middle of the cave, with lights shining through the hole from the top, illuminating the throne. It is quite a sight to behold.",,,,5,5,12,7,6,7,2,6,2,4,1,2026-04-07
Phu Bo Bit Forest Park,Thailand,https://maps.app.goo.gl/oFT2BwZJDiR5SSZ56,"From Wat Tham Erawan, it’s about a 45-minute drive to Loei City, where you can stop for a late lunch. Afterward, head to , one of my favorite viewpoints in the city. It's going to take you about 45 minutes to hike all the way to the top without a break and another 30 minutes to get down.",,,,2,4,8,10,8,0,0,7,0,6,1,2026-04-07
Phu Chi Fa,Thailand,https://goo.gl/maps/AwrbpiVP8n97tw7b6,"Now that we have seen  from afar, it is time to hike the iconic peak. It is recommended to do it at sunrise, which means that you will have to spend the night somewhere near  before going up the mountain at around 5:30 AM.",,,,1,1,4,9,9,0,0,4,0,4,1,2026-04-07
Phu Chi Fa Parking Lot,Thailand,https://goo.gl/maps/SYC175sxmzNCHr7w6,"Once you wake up, you can drive to the , where you will then have to hike for another 20 minutes to reach the viewpoint. If you are hungry, there are small shops in the parking lot that sell coffee, instant congee, and noodles so you can buy some before you start the hike.",,,,1,3,8,9,8,0,3,6,2,4,1,2026-04-07
Phu Foi Lom National Park,Thailand,https://maps.app.goo.gl/DEYnbdQWuWd7cuDs7,"After you are done with the city, you can spend the rest of the day exploring , a wonderful viewpoint with flowers blooming all over and all of its incredible waterfalls like Koinang Waterfall, and Namtok Than Ngam. Also, check out Wat Phu Thong Thep Nimit as you make your way back to the city to spend the night as well.

is another great national park to visit in Udon Thani. Located atop the Phu Phan Noi mountain range, it’s about 45 km southeast of Udon Thani city center and covers roughly 30,760 hectares, sitting at an elevation of 600 meters above sea level. The climate here is noticeably cooler, making it a popular spot for locals looking to escape the city’s heat.",,,,4,6,6,10,8,2,0,8,2,6,1,2026-04-07
Phu Foi Lom viewpoint,Thailand,https://maps.app.goo.gl/rquJnMmtwahgBmfW6,"There are also many awesome viewpoints you can drive to and enjoy the expansive view of the surroundings like this  or Pharab Aroon Viewpoint, which is a popular sunrise spot. All in all, it's a great trip to make if you are in Udon Thani for a few days. The national park is open from 6 AM to 6 PM daily and the entry fee is 100 THB per person, plus 30 THB per car.",,,,4,4,4,9,7,0,0,8,1,7,1,2026-04-07
Phu Lan Kha Viewpoint,Thailand,https://maps.app.goo.gl/SpygFrnLdW2QGvuu6,"To get the most out of your Phu Lan Kha National Park ticket, be sure to visit the view from . Located on the other side of the mountain ridge, this viewpoint offers a great view of the surrounding landscape.",,,,3,3,8,10,8,0,0,6,1,6,1,2026-04-07
Phu Langka,Thailand,https://goo.gl/maps/YU4aphHdkKJVvCfv7,"After you are done with Phu Chi Fa, you can drive down the mountain, cross the provincial line into Phayao again, and make your way towards , one of my favorite places in Phayao.

There is no need to rush today as  is only around 3 hours away, and we will be spending overnight here because the true beauty of this place is in the morning when you can witness the beautiful sea of fog blanketing the dreamy landscape of .

Once you are done in Sapan, you can drive the same way back to Pua and head west until you cross the provincial line into Phayao, and make your way towards , hands down one of my favorite places in Northern Thailand.",,,,5,3,10,8,6,4,2,7,3,4,1,2026-04-07
Phu Pha Man,Thailand,https://maps.app.goo.gl/NAn8u2yFUMYxMrEQ6,"One of Khon Kaen's newer tourist attractions,  is a stunning mountain area located right on the border between Loei and Khon Kaen. It boasts some of the most beautiful viewpoints and untouched nature in the province, perhaps even more so than any other place in Khon Kaen, thanks to its underdeveloped tourist infrastructure. This raw, unspoiled charm is exactly why you should visit now, before it inevitably changes!",,,,7,5,8,10,7,2,1,9,3,8,1,2026-04-07
Phu Pha Thoep National Park,Thailand,https://maps.app.goo.gl/63FN2WiPXpiPQhGX7https://maps.app.goo.gl/hJJJinU6SggYo4k86,"Looking for a place to visit that's a little bit more active? How about hiking at ? This national park is considered one of Thailand's smallest national parks, covering only around 8.5 square kilometers, but do not let the size fool you!",,,,1,4,8,10,10,2,0,8,7,9,1,2026-04-07
Phu Phan Museum,Thailand,https://maps.app.goo.gl/9mTYBMqnyoKSrose9,"For those who are interested in the history of Sakon Nakhon, a great place to check out while you are in Sakon Nakhon City is , a well-curated local museum that celebrates the region's history, culture, and natural heritage located in a large park right next to the Nong Han Lake.",,,,4,5,4,9,3,8,0,7,0,7,1,2026-04-07
Phu Phan Noi,Thailand,https://maps.app.goo.gl/gVSi1GKn6Lntw3zv8,"Your first stop is , a beautiful viewpoint offering panoramic views of the landscape surrounding Nong Bua Lamphu City. Since we won’t be stopping in the city itself, as there isn’t much to do there, this is a great opportunity to get a good look at the city before we pass through it.

If you’re looking for a great viewpoint to watch the sunset in Nong Bua Lamphu, I highly recommend . This cliffside viewpoint is located inside Bua Ban Forest Park, not far from the main highway connecting Nong Bua Lamphu and Udon Thani. I visited on a weekday evening, and it was incredibly peaceful with very few people around.",,,,4,4,4,10,6,0,0,8,0,8,1,2026-04-07
Phu Phra Bat Historical Park,Thailand,https://maps.app.goo.gl/JZUqg5dtY3VGQXP88,"Once you are done, you can head over to , which is our first attraction inside Udon Thani province and one of my favorite things to do here. The historical park is about 1 hour from Nong Khai, which is actually a little closer than if you were to drive from Udon Thani City.

Hiking around  is one of my favorite things to do in Udon Thani. I can't think of any places that combine nature, history, and religion quite the same way as Phu Phra Bat. The park features a collection of massive rock formations that people throughout history, from prehistoric times to the rise of Buddhism, made into a place of shelter. You will find Buddha images carved into rocks, a shrine built on top of a tall rock, and much more.",,,,2,6,6,10,7,9,0,7,2,8,1,2026-04-07
Phu Sing,Thailand,https://maps.app.goo.gl/wWXVLszuDt2yA2Zm7,"Located not too far from Pha Chuen Warin, you will also find , the highest point in Amnat Charoen, standing about 300 meters above sea level. If Pha Chuen Warin is the place to be at sunset, then  is where you should be at sunrise.",,,,1,3,4,10,7,0,0,6,0,7,1,2026-04-07
Phu Thap Buek,Thailand,https://maps.app.goo.gl/oxFr5p4Q3CQC89oQ8,"Another mountain I highly recommend checking out is , located right next to Khao Kho but offering a completely different experience thanks to its higher altitude and stunning cliffside views.

Another mountain I highly recommend checking out is . Although not technically in Khao Kho, it's located right next to it, and only about an hour's drive away. What's cool about  is that it offers a completely different experience to Khao Kho thanks to its higher altitude and stunning cliffside views.",,,,4,5,12,8,6,2,2,6,2,6,1,2026-04-07
Phu Thok Temple,Thailand,https://maps.app.goo.gl/fBckWRvxwxL2rvJdA,"is one of the most stunning hiking spots in Bueng Kan, and one I had been eager to visit ever since I saw a photo of its wooden elevated walkway clinging to the side of a mountain. The image was part of a tourism campaign released after Bueng Kan became its own province in 2011, and it instantly put the temple on my bucket list.",,,,6,6,4,10,9,6,0,8,2,7,1,2026-04-07
Phu Tub Berk,Thailand,https://maps.app.goo.gl/9ue9NcdCbhExi6M2A,"Other stops you can check out along the way are , a high mountain top with a great view of the surroundings, but it's gonna add a few hours to your day and only ideal if you start your day early, Lom Sak and its awesome weekend walking street, and more.",,,,1,2,4,8,8,2,0,5,0,1,1,2026-04-07
Phu Wiang Dinosaur Museum,Thailand,https://maps.app.goo.gl/py8e7wYXis1eCAAe8,"After you are done with the hike, you can proceed to , Thailand's first dinosaur museum, and stroll around its wonderful exhibitions and dinosaur skeleton collections. There should be a restaurant on site where you can grab a quick lunch before you continue to Khon Kaen City.

As you can see, Khon Kaen is big on dinosaurs, so much so that they have built Thailand's very first dinosaur museum called , located just outside the national park area. This modern museum is exceptionally well done, and it is great for both adults and kids who are interested in learning more about Phu Wiang and why there are so many dinosaur fossils discovered here.",,,,2,6,6,10,9,8,2,6,8,8,1,2026-04-07
Phu Wiang National Park,Thailand,https://maps.app.goo.gl/72bf1qbALBPQg8959,"Now comes the dinosaur part of , home to many of Thailand's most important dinosaur excavation sites. Fossils from several species, including the Phuwiangosaurus sirindhornae, have been discovered here, and you can spend time hiking around the national park to these excavation sites to see these fossils with your own eyes.",,,,0,4,4,10,10,4,0,5,7,9,1,2026-04-07
Phu Wiang Nature Trail,Thailand,https://maps.app.goo.gl/PmMFFs9RwikWix6b9,"One of my favorite spots in Phu Wiang National Park is the Tat Fa Waterfall, hidden deep within the park’s lush forest. I recommend stopping here first since it’s the furthest attraction inside the park. From there, you can make your way back out and visit other highlights such as Chom Tawan Cliff and the .

The  is a great place to hike and discover actual dinosaur excavation sites on foot. The trail runs in a loop and takes about 3 hours to complete, but you can also do just half of it as I did and visit only Excavation Site #1, where you can see real dinosaur skeletons. The other sites display plaster replicas, with the original fossils preserved in the museum.",,,,2,6,8,10,10,4,0,8,2,8,1,2026-04-07
Phuket,Thailand,https://www.google.com/maps/place/Phuket,"Some of Thailand’s best destinations are the country’s islands in the south. Phuket, Koh Phi Phi, and Koh Pha Ngan are some of the most famous places to visit, but there are plenty of lesser-known gems to discover in between.

Phuket, Thailand is a backpacker's dream with gorgeous beaches, wild nightlife, cheap food, and spas galore. The author spent 1 night in Phuket and took a flight from Bangkok to Phuket for approximately $50 USD.

Phuket is popular and for good reason…but with popularity comes packed beaches! You might be able to snag a chair or two to bronze on, and you might not—it truly depends on the season.",south,island,The Blonde Abroad,5,5,14,6,5,5,4,6,6,6,1,2026-04-07
Phuket Island,Thailand,https://www.google.com/maps/search/phuket+island,"Phuket is just a ferry trip away from Krabi, and it’s a big island with a wide variety of places to stay and things to do. It’s a good idea to spend at least a few days here, even if you plan to base yourself in Krabi. There are lots of nice beaches and restaurants in Phuket, as well as some traditional Thai temples and a bunch more islands to explore. You can even play with tigers!",Phuket,island,The World Travel Guy,6,7,8,9,7,4,3,9,5,5,1,2026-04-07
Phuket Old Town,Thailand,https://goo.gl/maps/EBLmnjYH7dTMJfhF6,"After arriving in Phuket, the first order of business is to visit  and discover the past of the island it once was. Colorful old Chinese-European-style houses reminiscent of those antique houses you often see in countries like Malaysia and Singapore, with a touch of Phuket's own charm.",,,,5,4,4,5,3,10,2,7,6,6,1,2026-04-07
Pileh Lagoon,Thailand,https://www.google.com/maps/place/Pileh+Lagoon,"Pileh Lagoon is famous for its bright turquoise water and is included in most Phi Phi tours.

A surreal turquoise lagoon surrounded by giant rock walls, accessible only by boat, with clear water and a popular spot for swimming and snorkeling.",Phi Phi,lagoon,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Pilok (Ban I-tong),Thailand,https://goo.gl/maps/FFj8JwThzCGbEuew5,"is a small, old mining village tucked away in the rolling hills and mountains of the Tenasserim Hills, which creates a natural border between Thailand and Myanmar. The reason why I added Pilok to the itinerary is to allow you to see the wilder, less tamed side of Kanchanaburi province.",,,,3,3,4,9,9,6,0,6,4,3,1,2026-04-07
Pino Latte Restaurant & Cafe,Thailand,https://maps.app.goo.gl/i2ubqWiQT1EvcWiq8,"If you drive further, you can also go and have coffee at  where you can get a really nice view over the valley with a glimpse of Wat Phra That Pha Sorn Kaew from afar. It's a bit expensive, so you can just grab a coffee, enjoy the view, and continue exploring the rest of Khao Kho.

If you enjoyed Wat Phra That Pha Sorn Kaew and its stunning mountainous views, you’ll definitely want to drive a little further up the mountain to visit . This fancy café has one of the best vantage points in the area, with an open-air balcony where you can relax while taking in the panoramic mountain scenery, including a distant view of Wat Phra That Pha Sorn Kaew nestled among the rolling hills.",,,,6,2,8,10,4,2,5,8,3,2,1,2026-04-07
Plearn Jai Frozen Egg Ice Cream,Thailand,https://goo.gl/maps/dGx5QGaWdkdU3Vv57,"If you are craving something sweet and refreshing dessert after a meal at Lucky Restaurant, I highly recommend you walk a little bit down the street and buy ice cream from .",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Poda Island,Thailand,https://www.google.com/maps/search/poda+island+krabi,"Technically, Koh Poda is part of the four islands tour, but this one gets its own separate mention because you can take one of the most famous photos in Thailand — the longtail boat with the vertical rock island in the background. The main beach at Poda has a long stretch of white sand, and if you follow it clockwise around the island then you’ll find some hidden spots that are less crowded.",Krabi,island,The World Travel Guy,3,5,8,10,8,1,0,8,3,7,1,2026-04-07
Pom Pee Viewpoint,Thailand,https://goo.gl/maps/GR229u21X4PJRMsg9,"After visiting the Three Pagoda Pass, you can ride down to Sangkhlaburi and visit the  in Khao Laem National Park.  is a stunning camping ground and rest area where you will be able to get an unobstructed view of the Vajiralongkorn Dam. It is around 35km away from Sangkhlaburi and it should take you about 45 minutes to get there via a scooter.",,,,1,4,4,9,8,1,0,7,3,9,1,2026-04-07
Pon Thep Breakfast,Thailand,https://maps.app.goo.gl/TtWhXoq8i2mqtq6DA,"If you are looking for a place for breakfast, you can check out , a local breakfast restaurant that is popular among both locals and Thai tourists, and it gets quite packed in the morning.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Prang Ku Chaiyaphum,Thailand,https://maps.app.goo.gl/ZfHrc9Xh1Gxbp5wq7,"There is not a lot to do in Chaiyaphum City itself, as most of the province's charms lie in its incredible nature. However, if you happen to be staying overnight in Chaiyaphum and have some time to spare, you might want to drop by .",,,,2,4,4,10,7,3,2,9,8,8,1,2026-04-07
Prang Sam Yod,Thailand,https://goo.gl/maps/tydY8fU5QXXqD8FU9,"Lopburi is not all about ancient ruins, though. The place has recently become known worldwide as the monkey city, where you will find hundreds of monkeys roaming the city freely, wreaking havoc in their little cute ways. They often congregate around the  monument located at a roundabout in the middle of the city.",,,,3,8,0,10,9,3,2,6,4,7,1,2026-04-07
Prasat Hin Phanom Wan,Thailand,https://maps.app.goo.gl/op7yRsu1h6o2whhh8,"After you are done in Phimai, you can spend the rest of the day visiting tourist attractions near the city like , a small but beautiful centuries-old Khmer sanctuary ruins, Korat Museum to learn more about the history of this province, the Victory Gate (or Yamo Gate), a beautiful gate with a lively atmosphere, and more. That's it for Korat, next up we are heading to Buriram.",,,,1,3,4,2,4,10,1,5,5,7,1,2026-04-07
Prasat Ku Phanna,Thailand,https://maps.app.goo.gl/Wp5cokaxEg4DHKdJ6,"If you are planning to drive from Sakon Nakhon to Udon Thani, you might want to make a quick stop at , a small Khmer structure located in the middle of a rice field not too far from the highway connecting the 2 provinces together.",,,,0,1,8,7,7,10,0,4,1,6,1,2026-04-07
Prasat Ku Santarat,Thailand,https://maps.app.goo.gl/fCBajypPoVdzeCoN8,"Located not too far from Phra Borommathat Nadun, you will find , a small but charming Khmer ruins that were used as a medical outpost during the Khmer Empire period. The ruin is dated between the late 12th and early 13th century, and travelers of the empire often relied on places like this to keep them safe during their travels.",,,,1,4,4,7,8,10,0,5,1,8,1,2026-04-07
Prasat Muang Tam,Thailand,https://maps.app.goo.gl/3HeiRmFW6UL3ztor6,"After exploring Phanom Rung, head over to , which is arguably my favorite Khmer temple in the area, even more so than Phanom Rung. I love its spacious, open atmosphere, the peaceful mornings with hardly any crowds, and the intricate architectural details scattered throughout.",,,,7,6,4,9,3,9,0,9,1,6,1,2026-04-07
Prasat Mueang Sing Historical Park,Thailand,https://goo.gl/maps/qbgoyrvHeqfkqfRKA,"On your third day in Kanchanaburi City, you can either spend the morning resting or take the scooter for another spin with a morning visit to , a historic Khmer-era temple and burial site where several well-preserved skeletons were found, dating back even before the Khmer reign in the area.",,,,0,3,4,8,9,10,0,5,0,6,1,2026-04-07
Prasat Sa Kamphaeng Yai,Thailand,https://maps.app.goo.gl/Fh5AHvbAdimMen1r9,"And of course, do not miss , one of the largest, well-preserved, and most revered archaeological complexes in Si Saket. The temple was built in the 11th Century as a Hindu Temple but was later converted into a Buddhist temple during the reign of King Jayavarman VII, who also built Angkor Wat.",,,,1,3,4,3,5,10,0,5,7,9,1,2026-04-07
Prasat Sikhoraphum,Thailand,https://maps.app.goo.gl/a2WTM2pCKGPgV1Hk7,"After you are done with the museum, you can continue to , an impressive Khmer ruin built in the 12th century by the very king who commissioned Angkor Wat. The place features five brick towers in a quincunx pattern on a laterite base, a configuration you can only find among Khmer temples located in modern-day Thailand. It is one of the most well-preserved Khmer temples in Surin, and worth a stop as you drive towards Si Saket.",,,,1,3,0,0,3,10,0,4,2,9,1,2026-04-07
Prungsuk Breakfast Shop,Thailand,https://maps.app.goo.gl/5H7rxn12N4VyfZzh8,"The next morning, we will begin exploring Nakhon Phanom properly, but first, have breakfast at  and take a coffee break at Thai Samakkee Cafe. Both are located in the center of Nakhon Phanom Old Town, with Thai Samakkee Cafe featuring a balcony that offers a great view of the Nakhon Phanom Clock Tower, the city’s most recognized landmark.",,,,3,2,8,2,3,8,9,7,6,5,1,2026-04-07
Pyramid of Pranang Ruea Lom,Thailand,https://maps.app.goo.gl/o8XbxDxGRFFTy89p7,"From the entrance, it should take you about 5 minutes to reach the waterfall on foot. Along the way, you will come across some fascinating monuments, such as the . This memorial, built in 1881, commemorates the loss of Queen Sunantha, who tragically died in a boat accident on the Chao Phraya River.",,,,3,5,8,9,8,9,0,7,0,6,1,2026-04-07
Raan Jay Fai,Thailand,"https://www.google.com/maps/place/Raan+Jay+Fai,+Bangkok,+Thailand","Female-owned and the only street food vendor included in the Michelin-star guide to Bangkok! This place is always busy, but worth the wait.",Central Thailand,Restaurant,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Raan Jay Fai Restaurant,Thailand,https://goo.gl/maps/o25aK1rUhSiXwAXL9,"If you want to taste the only Michelin Star-rewarded street food restaurant in Bangkok and money is no object,  is a place you should try once in your lifetime.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Rai GB Wind Turbine Farm,Thailand,https://maps.app.goo.gl/EUJhUoMDR5FxEPg78,"While you’re at the Wind Farm, you might as well check out the , a large flower garden filled with vibrant blooms, a cozy café with pavilions where you can sit and relax, and a stunning view of the wind turbines and the rolling hills of Khao Kho.",,,,8,8,4,10,4,2,5,10,4,4,1,2026-04-07
Railay Beach,Thailand,https://www.google.com/maps/place/Railay+Beach,"Railay Beach is one of the most famous coves and stretches of beach in Krabi. To reach the beach, you’ll need to hire a long-tail boat and sail over. Once here you can explore the surrounding area, rock climb, or swim in the gorgeous water and lay on the beach and relax with a good book as we did!

Picture-perfect weather in March and April

Railay Beach is one of the most famous coves and stretches of beach in Krabi.",Krabi,beach,The Blonde Abroad,5,5,12,7,6,3,3,7,4,6,1,2026-04-07
