place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Plovdiv,Albania,https://goo.gl/maps/v3MNF1hHuioyAZfB9,"On our third day in Sofia, we are going to go on a day trip and visit Plovdiv, the second-largest city in Bulgaria and one of the most historically rich cities in the country dating back to ancient times and as it was inhabited by Thracians, Romans, Byzantines, Bulgarians, and Ottomans throughout the centuries.",,,,2,4,4,1,7,10,1,6,6,8,1,2026-04-07
Poda Beach Bar,Albania,https://goo.gl/maps/zHXuxHGTkvNBEvoU9,"From spending several nights in Ksamil, I saw 2 bars and restaurants that often form a dance circle, Poda Beach Bar and Grill House. So, if you are interested in dancing your night away or just witnessing the cool tradition of Albania, be sure to check them out before you end your trip in the Albanian Riviera.

For a great place to drink and enjoy a fun night dancing with the locals, Poda Beach Bar is a great place to go for a drink after dark. They serve many delicious mojitos you can choose from, and if the choices are a little too overwhelming, their friendly staff can help you out as well.

I spent several nights in Ksamil, and I always found myself at Poda Beach Bar and Grill House. I watched the locals celebrate and dance away their nights, and if you are interested in doing the same or just want to witness an awesome Albanian tradition, do not forget to check out some of these restaurants and bars in Ksamil at night.",,,,2,3,10,1,2,7,8,7,6,6,1,2026-04-07
Porto Palermo Castle,Albania,https://goo.gl/maps/bmXrcuz6FG1uq59U8,"On your first day in Himara, I would recommend that you rent a moped and go off to explore the tourist attractions around the area. One of the most prominent landmarks of the Albanian Riviera is the Porto Palermo Castle, an ancient Greek fortified port town standing on a hill overlooking the coast of the Ionian Sea.

Places they go are the Pirate's Cave, the Pigeons Cave, Filikuri Beach, the Submarine Bunker, and Porto Palermo Castle. The total cost of the tour is 4,000 LEK, and it will take 3 hours.",,,,4,5,14,7,6,8,4,7,4,5,1,2026-04-07
Potpesh Beach,Albania,https://goo.gl/maps/n7wqfHcy2LwrYcGS7,"Along the way, you will be able to admire the stunning views of the lake and experience it up close as well as get a chance to swim in its crystal clear water at Potpesh Beach, a small strip of pebble beach you can relax at, and Kaneo Beach with swimming platform and a restaurant.",,,,7,7,4,9,6,0,0,10,2,8,1,2026-04-07
Prince Coffee House,Albania,https://goo.gl/maps/e8GaWhtYS4pXjRFZ6,"Kosovo is well known for its awesome coffee culture. It is part of their identity and you can clearly see that by the number of cafes you find across the country. One of the most well-known and well-established of all, is the Prince Coffee House, a local cafe chain that rivals Starbucks in every way but way WAY cheaper!",,,,2,3,12,0,1,8,7,6,7,7,1,2026-04-07
Pristina,Albania,https://goo.gl/maps/Cn4nA5dRP7izYEj78,"And for our last destination in Kosovo, we are going to visit Pristina, the capital city of Kosovo, a vibrant and diverse city full of interesting architecture, lively cafe culture, and interesting way of life that will give you a glimpse of what it is like to live in one of the newest countries in the world, gaining independence only in 2008.",,,,2,3,8,2,4,10,3,6,4,2,1,2026-04-07
Pristina Bus Terminal,Albania,https://goo.gl/maps/bnjVPfg3zjcMVXaCA,"To get from Pristina to Lake Ohrid, North Macedonia, you will first have to catch a bus to Skopje, the capital city of North Macedonia from Pristina Bus Terminal which is walkable from Pristina City Center. There are several buses running this route from 5:30 AM to 6 PM every day. The bus runs every 30 minutes, taking about 2 hours, and costs between 5 - 10 EUR. You can check out the bus schedule here.",,,,0,1,8,0,0,2,0,2,8,10,1,2026-04-07
Prizren,Albania,https://goo.gl/maps/2nnr58Wn5YgEZuDY6,"Located on the banks of the Prizren River between the foothills of the Šar Mountains in southern Kosovo, Prizren is the second largest city in the country and is considered to be the history capital of Kosovo, due to its long rich heritage that dated all the way back to the bronze age which makes for a great place to visit as we explore Kosovo.",,,,4,5,8,9,7,10,6,8,9,6,1,2026-04-07
Prizren Bus Terminal,Albania,https://goo.gl/maps/uMvKraY99ZD3b45o8,"To get from Prizren to Peja (Peć), you should be able to catch one of the many buses that connect the 2 cities together from the Prizren Bus Terminal which is walkable from Prizren City Center.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Prizren Fortress,Albania,https://goo.gl/maps/hujhfA9ogmdiD6eq7,"Out of all the historical places I visited in Prizren, Prizren Fortress has got to be my favorite. This medieval fortress perched atop a hill overlooking the city offers one of the best viewpoints in the city. Hell, I would even go as far as to claim this to be one of the best viewpoints in the entire country!",,,,5,5,4,9,7,8,0,7,2,7,1,2026-04-07
Prizren's Old Town,Albania,https://goo.gl/maps/MjPE1hxyAcK4oZnS6,"The next day, we are going to explore Prizren's Old Town, home to all kinds of souvenir shops, restaurants, and cafes, as well as beautiful old buildings, narrow streets, and a pretty riverfront street, perfect to start your exploration of Prizren.",,,,4,4,8,3,4,10,2,7,5,6,1,2026-04-07
Rasnov Citadel,Albania,https://goo.gl/maps/7ffnvobnJGdkzUzq9,"Last but not least, you are going to visit Rasnov Citadel, a medieval fortress located near the town of Rasnov that offers an incredible view over the surrounding mountainous landscape of the Carpathians, where you will be watching the sunset.",,,,4,4,4,9,8,9,0,7,0,4,1,2026-04-07
Republic Square,Albania,https://goo.gl/maps/yzPvWyZZ2CsSw3eb7,"As you stroll along Kneza Mihaila Street, you will eventually arrive at Republic Square, the central square of Belgrade, one of the busiest and most recognizable public spaces in the city, surrounded by some of its most important landmarks and cultural institutions.",,,,5,5,0,1,3,10,3,6,6,9,1,2026-04-07
Republic Square's bus stop,Albania,https://goo.gl/maps/qAuNgtbeSKYJgTFW6,"To get there, you can catch bus #41 from Republic Square's bus stop or if you are at Saint Sava Temple, you can catch bus #36 from Karadordev Park's Bus Stop, and you should be there in no time.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Republic Street,Albania,https://goo.gl/maps/T2UzKqN2mMGwzcet9,"The square is also connected to Republic Street, a long pedestrian street lined with all kinds of shops, cafes, and restaurants, making it a great place to stroll around at.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Revolution Memorial Association Museum,Albania,https://goo.gl/maps/SrTAzPWTTCdfKM1m7,"If you want to learn more about the history of Romania during the revolution in 1989 and why Timisoara is often referred to as the Revolutionary City, there is no better place to be than Revolution Memorial Association Museum.",,,,1,3,0,2,3,10,2,4,7,7,1,2026-04-07
Rila Monastery,Albania,https://goo.gl/maps/tcvAmtk5QPqmuGdY6,"One of the most important tourist attractions that you have to visit when you travel to Bulgaria is Rila Monastery, one of the most sacred Orthodox monasteries that attract more than 900,000 believers, pilgrims, and tourists from across the world each year.",,,,1,4,4,4,5,10,0,6,5,8,1,2026-04-07
Rinas Airport Bus Stop,Albania,https://goo.gl/maps/bjRWPL94FxCfuP6N9,"After spending your last night in Albania in Tirana, you can then take an airport shuttle at Rinas Airport Bus Stop, located by Shatervan Park. The bus operates from 7 AM to 12 AM every hour, and the journey will take about 40 minutes and cost 300 LEK.

The bus operates from 7 AM - 12 AM and costs 300 LEK, while the journey will take about 40 minutes. The bus leaves from Bay 1 in the airport's parking lot, and you will be dropped off at Rinas Airport Bus Stop by the Shatervan Park. This is also where you will have to be if you want to get a bus back to the airport, so remember this bus stop.",,,,0,0,8,2,2,0,0,2,4,10,1,2026-04-07
River Cocktail Bar,Albania,https://goo.gl/maps/QgFRF7ZfFzLCPWGa8,You can indulge in one of the many seafood restaurants and bars along the boulevard and enjoy people-watching. There is also a hidden bar by the beach called River Cocktail Bar where you can sit and bury your feet in the sand while sipping cocktails.,,,,7,6,8,9,4,3,8,10,5,3,1,2026-04-07
River Crnojevića,Albania,https://goo.gl/maps/GyQPaZmHQ6Lhw99i7,"After exploring Cetinje, you will be then taken to River Crnojevića where you will be able to cruise along the beautiful river and enjoy a nice sunset surrounded by nature before the tour will take you back to Kotor.",,,,6,6,4,10,9,5,2,9,6,5,1,2026-04-07
Rozafa Castle,Albania,https://goo.gl/maps/kmojnExggYuDvnoD9,"Congratulations, you have finally completed the Theth-Valbona hike! You can either spend the rest of the day chilling out in Shkodra or you can walk to Rozafa Castle, climb up to the wall, and sit outside while watching the sunset over the beautiful landscape around Shkodra.

Looking for a great place to watch the sunset? Rozafa Castle, located 1.5 km south from Shkodra City Center, is one of the best places to do that. Two hours before sunset, start making your way to the castle, and when you are there, do not enter the castle (it is probably closed by then anyway) but climb up the hill to the side of the castle instead and watch the sunset from outside the castle wall.",,,,4,4,4,10,6,5,0,9,3,6,1,2026-04-07
Roški slap,Albania,https://goo.gl/maps/UnkdZzbuVVahyT1r5,"There are also other notable attractions deep inside the park that you can visit with a boat tour like Roški slap, another dramatic, multi-tiered cascade with a cave, a wooden walkway, and a restaurant you can check out, Visovac Monastery, a picturesque Franciscan monastery located on an island in the middle of the lake, and so much more.",,,,5,8,8,10,9,7,0,9,2,4,1,2026-04-07
Rugova Canyon tourist information center,Albania,https://goo.gl/maps/RZfRgZ3Q3duR9f7A8,"After you are done at the monastery, you can continue east until you arrive at Rugova Canyon tourist information center where you can rent a bike and ride west towards Rugova Canyon, the canyon we just saw from afar during the hike.",,,,2,4,4,10,10,3,1,7,6,7,1,2026-04-07
S8 Highway,Albania,https://goo.gl/maps/PPTy8VZKuMs5BBcX8,"There is a 9 AM bus from Vlore that goes through Himara to Saranda, so you can take that one to Saranda. Unfortunately, there is no proper bus stop in Himara, so you will have to stand along the S8 Highway and flag one down. It should cost around 50 LEK and take 1.5 hours to get to Saranda.",,,,0,1,8,2,2,1,0,3,2,10,1,2026-04-07
S8 main road in Himara,Albania,https://goo.gl/maps/PPTy8VZKuMs5BBcX8,"First, you will have to get yourself to Tirana. There is a direct bus to Tirana from Himara that goes early in the morning in the summer, so if you are there during that time, you can go to the S8 main road in Himara and flag a fourgon down to Tirana.

From Himara to Shkodra, there is a direct bus that goes early in the morning in the summer so if you are there during that time, you can go to the S8 main road in Himara and flag a fourgon to Tirana down.",,,,0,0,6,1,0,1,0,0,4,10,1,2026-04-07
SPAR Supermarket,Albania,https://goo.gl/maps/2aaZWrDE6LiUy6RH8,"For supplies, you can get snacks and light meals to prepare for lunch at SPAR Supermarket, located not too far from G'juhadol Street. For all the other meals, you can rely on the guesthouses in Theth and Valbona. For more information on things to prepare for the hike, check out our packing list for the Theth-Valbona hike here.

To prepare for the hike, you can refer to my Things to Prepare list above. If you are looking for a good place to buy some supplies before the hike, SPAR Supermarket located at the end of G'juhadol Street is a great place to start.",,,,0,0,10,1,4,4,4,2,4,6,1,2026-04-07
Saint Domnius Cathedral,Albania,https://goo.gl/maps/AgUV46496dtrv3Yb9,One of the most prominent buildings in Diocletian's Palace is Saint Domnius Cathedral and its imposing bell tower where you can make your way up to admire the view of Split and its coastal area from above.,,,,6,6,4,7,4,10,0,8,3,8,1,2026-04-07
Saint Mary Evangelical Cathedral,Albania,https://goo.gl/maps/fGyjYwDmqhW5oguF6,"One of the first iconic landmarks you will encounter in the Upper Town is Saint Mary Evangelical Cathedral, a beautiful massive Gothic-style church with access to its bell tower, allowing you to witness the incredible views of Sibiu from above.",,,,6,6,4,8,4,10,0,9,3,7,1,2026-04-07
Saint Nicholas Church,Albania,https://goo.gl/maps/VVMeMAN2d9mMaB2v8,"There are also many notable churches you should check out while you are in Kotor like Saint Nicholas Church, a well-preserved Orthodox church that perfectly blends Baroque, Renaissance, and Gothic architectural styles, the Church of Sveti Luka, a small but pretty medieval Orthodox church, and the Church of St. Mary Collegiate and its peaceful courtyard full of cats.",,,,4,5,4,0,0,9,0,5,4,7,1,2026-04-07
Saint Sava Temple,Albania,https://goo.gl/maps/3eA2JoDTdWM7yTK16,"Once you are done, it is time to visit Saint Sava Temple, one of the most important landmarks that you should visit while you are in Serbia. With its massive size standing more than 70 meters tall, the church is one of the largest Orthodox churches in the world.",,,,2,5,4,1,3,10,0,5,3,9,1,2026-04-07
Samuel's Fortress,Albania,https://goo.gl/maps/cobvXRkTouo6cAbQA,"One of the most prominent landmarks at Lake Ohrid that you should check out first thing in the morning is Samuel's Fortress, a beautiful towering medieval fortress Perched atop a hill overlooking the glistening waters of Lake Ohrid that have stood the test of time for centuries.",,,,5,5,4,10,6,10,0,8,0,6,1,2026-04-07
Sarajevo,Albania,https://goo.gl/maps/L8fvmoQJqiPHuma8A,"And now we have arrived in Sarajevo, the capital city of Bosnia of around 350,000 people, where we will be spending 2 full days exploring some of the most iconic and historically significant landmarks, natural wonders, and awesome museums in the city.",,,,4,4,4,0,4,10,1,5,6,6,1,2026-04-07
Sarajevo Bus Terminal,Albania,https://goo.gl/maps/jxHbVDULeaj65PmX6,"Once you arrive at Sarajevo Bus Terminal, you are going to have to walk to the main road (the tram in front of the train station is not operational) and catch either tram #1, #2, #3, or #5 to get to Sarajevo Old Town. You can buy the bus ticket from the kiosk in front of the train station for about 1.6 BAM (1 EUR).

To get from Sarajevo to Dubrovnik, there are around 2 buses that leave from the Sarajevo Bus Terminal which is a tram ride away from the old town, at 7:15 AM and 10 AM every day. You can catch trams #1,#2, #3, and #5 from the Baščaršija bus stop to get to the bus terminal. Be sure to get the tram ticket from one of the small shop kiosks near Baščaršija bus stop. The tram ticket should cost about 1.6 BAM (1 EUR).",,,,0,0,8,0,0,2,0,1,6,8,1,2026-04-07
Saranda,Albania,https://goo.gl/maps/unDDuCHH27i7hUPV8,"Saranda is simply a bustling coastal city and the central hub of Southern Albania. Depending on your next destination, you may need to spend a night in Saranda to catch an early bus to another location in Albania or to reach Corfu, Greece. However, I generally do not recommend staying in Saranda unless it is necessary.

Last but not least, Saranda is the largest city in the region. If you can't decide where you want to stay in the Albanian Riviera, you can base yourself here and go on day trips around the coastline instead. You will find a lot more tours in Saranda than in Ksamil or Himara.

Saranda is a big city and the main hub for traveling in Southern Albania, as well as a place to stop before going to Greece. The city is busy, with not a whole lot of places to chill in my opinion, so I would skip it. However, if you are planning to travel further to Greece, Saranda is a required stop after Gjirokaster.",,,,1,3,8,7,6,5,3,7,6,6,1,2026-04-07
Saranda Bus Stop,Albania,https://goo.gl/maps/k47kqgRuF9NzaGRg6,"You will have to take a 10-11 AM bus to Saranda first, which should cost around 400 LEK and take 1 hour. The bus will drop you off at the Saranda Bus Stop, where you can then catch the 1 PM bus to Himara for another 500 LEK and 1.5 hours.

Once you arrive at Saranda Bus Stop, you can then get on the 1 PM bus to Himara, which should take around 1.5 hours.

There are several buses that go through Gjirokaster and end at Saranda Bus Stop from 6 AM to 8 PM every hour, so you should have no trouble getting to Saranda by bus.",,,,3,3,16,4,4,4,3,4,5,6,1,2026-04-07
Sebilj,Albania,https://goo.gl/maps/iU9V5kfaFFYo4g9z5,"After sunset, you can make your way back to Sarajevo and hang out around Sebilj, a wooden fountain located right in the heart of the bazaar surrounded by all kinds of restaurants you can enjoy before retreating for the night.",,,,6,4,4,7,2,5,9,10,5,3,1,2026-04-07
Serbian Episcopal Church,Albania,https://goo.gl/maps/4JDwAAZ7T9HectZV6,"Other notable buildings in the square are the Serbian Episcopal Church, an impressive church with a unique and beautiful facade, Timisoara Art Museum, a large museum housed in the elegant Baroque-style palace, and St George's Cathedral, the second largest Baroque religious building in the region.",,,,4,5,4,0,1,10,1,6,8,9,1,2026-04-07
Sforii Street,Albania,https://goo.gl/maps/xLniad95VaTKjxg5A,"Of course, you can't come all the way to Brasov and not check out Sforii Street, one of the narrowest streets in Europe with a width that ranges from just 1.2 to 1.5 meters, and walk through building blocks like a firefighter which is what the passage was originally built for.",,,,0,2,0,7,8,6,0,5,4,7,1,2026-04-07
Sheshi Demonkracia roundabout,Albania,https://goo.gl/maps/eVpmgwRd4aTRD5ND6,"Once you arrive in Shkodra, the bus will drop you off at Sheshi Demonkracia roundabout, which is located in the city center, so you should have no trouble walking to your accommodation from there.

This is the same as how you get to Shkodra but in the opposite direction. There are several buses running between Shkodra and Tirana every hour, leaving from the Sheshi Demonkracia roundabout, so you can get on one of them.

There are 13 buses running every day between the two cities from 7 AM to 5 PM, running almost every hour. The bus costs 300 LEK and will take around 2 hours to reach Shkodra. They will drop you off at Sheshi Demonkracia roundabout located in the city center, so you should have no trouble walking to your hostel/hotel.",,,,2,2,14,2,2,3,2,4,5,8,1,2026-04-07
Shkodra,Albania,https://goo.gl/maps/snxcteasZsdtxjqw7,"To get to Shkodra, you can easily do it in one day without a stopover in Tirana. First, you will have to get to Saranda and then to Tirana by following the guide above. Afterward, there are buses every hour from 7 AM to 5 PM that you can take to Shkodra.",,,,0,1,8,0,1,2,0,1,6,9,1,2026-04-07
Shtepia e Kafes Gimi,Albania,https://goo.gl/maps/Dq4rK8816vUSSAZ1A,"Shtepia e Kafes Gimi is a great cafe to visit if you are looking for a place to take a break from a day of exploration. The cafe serves delicious coffee, both iced and hot, pastries, and ice cream, which are perfect for a hot day in Berat.

Reliable WiFi is available in most places, such as hotels, hostels, and restaurants. If you are looking for a cafe with reliable WiFi, Shtepia e Kafes Gimi is a great place to do so.",,,,4,4,14,4,3,6,6,6,6,5,1,2026-04-07
Sibiu,Albania,https://goo.gl/maps/ip8DhrJefw4Ns9UR6,"Known as one of the most beautiful cities in Romania, Sibiu is one of my favorite cities in Transylvania with its incredible medieval old town that I can not get bored of exploring, all the beautiful town squares, cathedrals, and churches, that came straight out of a fairytale, and a ton of opportunities for day trips to dive deep into the beautiful Transylvania.",,,,8,6,8,5,5,10,4,10,7,4,1,2026-04-07
Sibiu Train Station,Albania,https://goo.gl/maps/1ZtDqq87VHnvYx3P9,"From Sibiu to Sighisoara, there are around 3 direct trains you can take from Sibiu Train Station between 12:15 PM to 7:33 PM. The journey should take about 2.5 hours and cost around 16 RON or 3 EUR per person. You can check the train schedule online here.",,,,0,0,4,1,0,0,0,0,8,10,1,2026-04-07
Sighisoara,Albania,https://goo.gl/maps/ahzPVaQUVFQUCzJs6,"And now we have arrived in Sighisoara, one of the most well-preserved medieval towns in Transylvania known for its colorful cobblestone street, its impressive clock tower, and many MANY medieval structures scattered across the hilltop Citadel, which will steal your heart the moment you step foot inside its fortified old town.",,,,4,4,4,0,3,10,0,5,4,7,1,2026-04-07
Sighisoara City Hall,Albania,https://goo.gl/maps/9Hd7KHEHBRZP5yRP8,"Other notable places to visit in Sighisoara are Sighisoara City Hall, a historic building built in the 14th century as a courthouse with its stunning exterior, the Holy Trinity Church, a splendid Orthodox church standing right on the picturesque bank of Crisul Alb River, and so much more.",,,,5,6,4,5,3,10,0,6,3,7,1,2026-04-07
Sighisoara Train Station,Albania,https://goo.gl/maps/MR3RvH3jtkdyGauX9,"From Sighisoara to Brasov, you should be able to take one of the 5 direct trains that connect the 2 cities together between 7 AM and 3:37 PM from Sighisoara Train Station and you will arrive in Brasov in about 3 to 4 hours. The journey should cost about 22 RON per person. You can check the train schedule here.",,,,0,0,4,1,0,2,0,1,9,10,1,2026-04-07
Sighisoara's Clock Tower,Albania,https://goo.gl/maps/mTvWTEKfxjkAgbKb9,"First and foremost, we are going to visit Sighisoara's Clock Tower, the crowned jewel of Sighisoara. Standing right at the center of Sighisoara Citadel, marking its entrance, the clock tower is one of the most iconic and prominent landmarks in the city. In fact, it is one of the main reasons why I decided to check out Sighisoara in the first place.",,,,1,3,0,4,4,10,0,3,1,10,1,2026-04-07
Simoni Cafe,Albania,https://goo.gl/maps/WkCJx5vbfUZNUa5E8,"Along the trail, you will find quite a few cafes where you can stop and take a break. I recommend Simoni Cafe if you are looking to stop for a bit after making your way down the Pass. For only 2 euros, you can get yourself a glass of their delicious iced coffee, a beer, or raki if you need a shot of that to wake you up 😉.",,,,1,2,8,3,1,4,8,5,4,5,1,2026-04-07
Singing Fountains,Albania,https://goo.gl/maps/ppgcFnSU4jYTaCHY7,"Once you are done, you can come back down and start heading back to Sofia, but before that, be sure to drop by the beautiful Tsar Simeon Garden Park and check out the incredible light and sound show at Singing Fountains located adjacent to the park.",,,,7,7,4,10,6,7,1,8,3,5,1,2026-04-07
Skadarlija,Albania,https://goo.gl/maps/mJH4ozwQti8iussi6,"And one of my favorite areas to explore is Skadarlija, a charming bohemian quarter in Belgrade featuring all sorts of awesome restaurants, cafes, and bars, where you can spend your time enjoying traditional Serbian dinner or dancing the night away.",,,,3,5,12,0,0,9,10,9,8,5,1,2026-04-07
Skanderbeg Square,Albania,https://goo.gl/maps/LjWCp6bFyEcWu1Cj7,"If Tirana were a human body, Skanderbeg Square would probably be the central nervous system. This is where all the roads in Tirana lead. Skanderbeg Square is a large space surrounded by several tourist attractions, making it one of the best places to start your journey in Tirana.",,,,2,2,8,4,3,9,2,6,7,8,1,2026-04-07
Skenduli House,Albania,https://goo.gl/maps/ZzzNpS2atTApfzPv5,"Gjirokaster used to be home to one of the wealthiest families in the area, and there are several traditional houses that are still standing today. One of the traditional houses that is open to the public is Skenduli House where you will be able to have access to all the rooms, from the wedding room to the bunker.",,,,2,5,4,1,4,9,1,5,5,7,1,2026-04-07
Skopje,Albania,https://goo.gl/maps/3rPmUBT4rPnLVGoK7,"Next up, we visit Skopje, the capital city of North Macedonia, a place where history and modernity collide. It's a city of contrasts, where old-world charm meets contemporary vibrancy, and where cultural experiences and outdoor adventures abound.",,,,5,6,4,3,4,10,3,8,7,7,1,2026-04-07
Skopje Bus Terminal,Albania,https://goo.gl/maps/MKm6JVLdMAWUFQDk8,"To get from Skopje to Sofia, Bulgaria, you should be able to catch the morning bus leaving from Skopje Bus Terminal at 7 AM and it will take you to Sofia in about 5 hours and cost around 27 EUR per person. You can book the bus online here.",,,,0,0,4,0,0,1,0,0,6,9,1,2026-04-07
Skopje Fortress,Albania,https://goo.gl/maps/FjTNc7xNncb6o3fE9,"After you are done at Mustafa Paša Mosque, continue walking up the street and make your way to Skopje Fortress, a historic citadel perched on the hill you just climb overlooking the city that has stood watch over the capital of North Macedonia for centuries.",,,,4,5,4,9,8,10,1,6,1,6,1,2026-04-07
Skopje's Old Bazaar,Albania,https://goo.gl/maps/we9RRPAQx4MeQY699,"To start off our exploration in Skopje, we are going to begin at Skopje's Old Bazaar, a bustling marketplace that has been a fixture of the city for centuries since the Ottoman times. The market is located right in the heart of Skopje's city center, across the Vardar River, which makes for a great place to begin our journey as we make our way across the city.",,,,2,4,4,1,3,10,1,6,7,9,1,2026-04-07
Skradinski Buk,Albania,https://goo.gl/maps/KC8GmPwXwbkoedmPA,"The most famous waterfall in the Krka National Park that you should definitely visit is Skradinski Buk, a spectacular cascade that drops 45 meters into a series of turquoise pools below. It is one of the first big waterfalls you will see in the national park and you can hike around or go uphill to have an even better view of the national park from above.",,,,4,7,4,9,10,0,0,7,0,7,1,2026-04-07
Sky Hotel Tirana,Albania,https://goo.gl/maps/Tg24iXHwBP9fzNfA9,"Another great place to visit is the Sky Hotel Tirana, a 4-star hotel where you can go up to their 360° Sky Bar and get a nice vantage point of the city, provided that you eat at the restaurant.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Small Square,Albania,https://goo.gl/maps/exmuk7gqb9UAC8Jt8,"After you are done with Saint Mary Evangelical Cathedral, you can check out the 2 main town squares in Sibiu, the Small Square, one of the oldest and most picturesque town squares in the city, surrounded by beautiful 15th Century buildings you can explore, and the Large Square, the main town square where all the events like concerts and a Christmas market often take place in.",,,,4,6,4,1,3,10,4,7,7,9,1,2026-04-07
Sofia Bus Station,Albania,https://goo.gl/maps/USStWGjtLvxkPWiF6,"To get from Sofia to Plovdiv, you can take either a bus or a train from Sofia Bus Station or Sofia Train Station respectively. For this trip, I prefer trains over buses as the trains in Bulgaria are surprisingly great with clean and well-maintained facilities and they are quite reliable, unlike trains in other countries in the Balkans, but both are great options for this trip and it will depend entirely on which modes of transportation fits your schedule most.

To get from Sofia to Belgrade, you can catch the 9 AM bus from Sofia Bus Station and it will take you to Belgrade in about 5 hours. The bus ticket should cost around 40 EUR. You can check the bus schedule here or you can book one from Flixbus.",,,,0,0,6,0,0,1,0,2,6,10,1,2026-04-07
Sofia's Regional History Museum,Albania,https://goo.gl/maps/USVQsfPFLyDPbowF6,"After you are done visiting all the churches, you can then visit Sofia's Regional History Museum, a fascinating museum that will allow you to learn more about the rich and diverse history of Sofia and the region.",,,,1,3,4,0,2,10,0,3,5,8,1,2026-04-07
Sofra Beratase Restaurant,Albania,https://goo.gl/maps/amq7bYPqVG23C5bp7,"If you do not want to wait, I would also suggest that you go to Sofra Beratase Restaurant next door instead. They also serve many of the same local cuisines, and you won't have to wait for your seats.",,,,0,3,12,0,0,5,7,6,5,7,1,2026-04-07
Southward Bus Station,Albania,https://goo.gl/maps/vBkziKbmwxFutdX77,"After spending a day in Tirana, it is time to travel to our next destination, Berat. To get to Berat, you will have to get on one of the several buses leaving from Tirana Southward Bus Station.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Southward Bus Stop,Albania,https://goo.gl/maps/vBkziKbmwxFutdX77,"From Tirana, there are several buses you can take to Berat. The buses leave from Southward Bus Stop, and the cost for such a bus is around 400 LEK per person.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Split,Albania,https://goo.gl/maps/H4rUgWxRnVJ8pwc96,"Next up, we visit Split, one of the most popular coastal towns in Croatia that attract travelers from all corners of the world to see its beautiful architecture some of which dated all the way back to more than 1,700 years. With so much to do here, we will be spending our first full day here exploring every corner of this wonderful coastal city.",,,,2,4,8,3,5,10,1,5,5,5,1,2026-04-07
Split Bus Terminal,Albania,https://goo.gl/maps/yxAaS6S8PyR23JQa7,"To get from Split to Mostar, you can catch the bus at 7:30 AM leaving from Split Bus Terminal to go to Mostar. The journey should take about 5 hours and cost around 20 EUR per person. You can book the bus here.",,,,0,0,8,0,0,0,0,1,7,10,1,2026-04-07
Split Pier here,Albania,https://goo.gl/maps/a86iaj1W9fiimktx9,"To travel to Hvar independently, you are going to have to buy a boat ticket the day before and catch the boat from Split Pier here. There, you will find the TP Line ticket booth where the boat will depart from. You can buy the boat ticket here.",,,,0,0,4,1,1,0,0,1,5,9,1,2026-04-07
Square Macedonia,Albania,https://goo.gl/maps/nByiqNvno9wbsuLH9,"Of course, you have to visit Square Macedonia, a vast public space that serves as the city's central gathering place, and right at the center, you will find a giant statue of Alexandar, the Great, the biggest statue in the city standing over 22 meters (72 feet), towering all the surrounding buildings in the square.",,,,3,5,4,3,6,10,0,6,4,9,1,2026-04-07
Square of the Arms,Albania,https://goo.gl/maps/ZUggssTTeoFygSuz6,"Another beautiful square you should check out while you are exploring Kotor is Square of the Arms, a beautiful square located right at the western entrance of Kotor's Old Town and it is home to many beautiful pieces of architecture as well as restaurants and cafes you can enjoy.",,,,6,6,4,3,2,10,5,10,5,7,1,2026-04-07
St. Alexander Nevsky Cathedral,Albania,https://goo.gl/maps/C5nCfn8QcDLbHZDdA,"And there is no better place to start exploring Sofia than at one of the most famous landmarks of all, St. Alexander Nevsky Cathedral, an impressive Orthodox cathedral considered to be one of the most beautiful cathedrals in the region, standing over 53 meters high.",,,,7,4,4,1,3,10,2,7,7,9,1,2026-04-07
St. Blaise's Church,Albania,https://goo.gl/maps/xtwHQ8EmMkE1dWxr6,"You will also find other notable attractions along Stradun such as St. Blaise's Church, a beautiful Baroque-style 18th-century church that is often used for weddings, Large Onofrio's Fountain, a 15th-century circular springwater fountain decorated with ornate, carved-stone masks, a great meeting point in the old town, and so much more.",,,,6,6,0,4,2,10,0,8,3,7,1,2026-04-07
St. Constantine & Helena Church,Albania,https://goo.gl/maps/CLwoqZDNDrH2kGeR8,"After you are done at the ancient theatre, you can begin exploring all the beautiful historic structures in Plovdiv's Old Town like St. Constantine & Helena Church, the Regional Ethnographic Museum, one of the most beautiful buildings here, and Balabanov's House, a traditional house turned museum, preserving the 19th Century's way of life.",,,,3,5,4,0,3,10,2,5,6,8,1,2026-04-07
St. George Rotunda Church,Albania,https://goo.gl/maps/TbBxqBHjnEXoshja9,"Next up, you can visit St. George Rotunda Church, a well-preserved 9th Century church, one of the oldest structures you can find in the city which goes to show just how old the city really is.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
