place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Sunset Beach,Vietnam,https://goo.gl/maps/RbGZ4MVZx57oHNqX9,"On the second day, you can walk around the island, watch the sunset at the , and eat your way through Walking Street. You will find some delicious southern-style street food at the night market, so be prepared to satisfy your appetite.",,,,3,1,2,6,4,6,10,6,3,0,1,2026-04-03
Ta Phin,Vietnam,https://www.google.com/maps/place/Ta+Phin/,"A little village where the local Red Zao people live, known for their traditional clothing and intricate embroidered handiwork.",North,village,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Ta Phrom (Tomb Raider temple),Vietnam,https://goo.gl/maps/i4MtCj9veSB6qMAf9,"After Angkor Wat, you can go further afield and visit the Banteay Srei temple complex followed by , Ta Keo, Baphuon, Bayon Temple (the one with the smiling faces carved into stone walls), Angkor Thom South Gate, and finally, spend the rest of the day back in Angkor Wat, when there are fewer tourists.",,,,1,4,2,5,7,10,0,7,5,8,1,2026-04-03
Ta Van,Vietnam,https://www.google.com/maps/place/Ta+Van/,"A village where the author visited a family and had lunch with them, and where the Hmong people live.",North,village,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Taman Sari,Vietnam,https://goo.gl/maps/KrcCtSiFWeq8e2fm6,"There are also several other things to do after visiting these 2 main sites that should keep you occupied for an entire day, like visiting the , an ancient royal bath, the Chicken Church (Gereja Ayam), which is literally a church shaped like a chicken, and many more.",,,,2,3,2,2,5,10,0,3,0,2,1,2026-04-03
Terminal Bersepadu Selatan,Vietnam,https://goo.gl/maps/CTiP56suGPt,It's pretty straightforward. There are several buses that depart from the . The bus should take you around 2 hours and cost only 4 USD.,,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
The Grand Palace,Vietnam,https://goo.gl/maps/8VoBZVzUgVkK21NV9,"is a complex of beautiful buildings and has been the official residence of the Kings of Siam since the 80s. The palace consists of stunning pagodas and architecture, all covered in either gold or extremely intricate sculptures and patterns that will make your jaw drop.

has a very strict dress code, and you won't be allowed to enter without having your arms and legs covered, so no tank top and shorts for you here. This also applies to most temples in Thailand, so be sure to dress properly when you are visiting temples.

's admission fee is 500 THB and the opening hours are from 8:30 AM to 3:30 PM every day. Do not listen to tuk-tuk drivers who claim that the Palace is closed. The place is never closed, even on public holidays unless it's during a renovation.",,,,3,4,3,2,3,7,1,7,7,8,3,2026-04-03
The Mekong Delta,Vietnam,https://goo.gl/maps/LHGK75Sh1o9zbbeE9,"is where the mighty Mekong River, the 12th longest river in the world, meets the sea as it makes its way from the Tibetan Plateau across 6 countries: China, Myanmar, Laos, Thailand, Cambodia, and eventually Vietnam.",,,,4,5,0,10,9,8,3,7,6,7,1,2026-04-03
The Stadthuys,Vietnam,https://goo.gl/maps/afG2fCcNYBTeeuyi9,"and its vivid red-colored square are the landmarks of Melaka city center and a must-visit when you are in Melaka. As you can see from the name, the square was built by the Dutch during colonization, and it is considered to be the oldest remaining Dutch structure in the East.",,,,3,3,0,2,2,10,1,5,0,5,1,2026-04-03
The Valley,Vietnam,https://www.google.com/maps/place/The+Valley,"We then took a smaller Vietnamese “speed boat” to an area of islands referred to as “The Valley.” It felt like I was in Jurassic Park or Avatar as we floated past dozens of gigantic, ancient, limestone islands.",Ha Long Bay,Island,The Blonde Abroad,2,5,4,9,10,6,1,6,4,5,1,2026-04-03
Thien Canh Son cave system,Vietnam,https://www.google.com/maps/place/Thien+Canh+Son+cave+system,We arrived at the Vung Vieng fishing village and explored by rowboat before heading over to the Thien Canh Son cave system.,Quảng Ninh Province,Cave system,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Thuy Xuan Incense Village,Vietnam,https://www.google.com/maps/search/Thuy+Xuan+Incense+Village,"There’s also the Thuy Xuan incense village in Hue, Vietnam. You can book a tour for that one here.",Hue,attraction,The World Travel Guy,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Tiệm Cafe Gốc 169,Vietnam,https://maps.app.goo.gl/Uhp2d2HEswVRG5NY9,"One of the highlights of visiting Vietnam is trying their Vietnamese coffee, and one of the coolest, weirdest variations of this is Egg Coffee. Yup, they put egg in their coffee and somehow make it delicious! That's Vietnamese superpower right there! One of the best places for this is , a café with small benches where you can enjoy your coffee and watch the world go by.",,,,2,2,4,3,2,8,10,6,4,2,1,2026-04-03
Tonkin Garden Egg Coffee & Eatery,Vietnam,https://maps.app.goo.gl/SPJfZoqw49UF3mqj6,"was one of the first cafés I visited when I arrived in Ho Chi Minh City, after a decade-long hiatus from the city. I had been craving Vietnamese coffee for the longest time, and finding this awesome little café with a Westernized take on traditional coffee really shows how much the city has developed compared to what it was like last decade.",,,,4,5,6,2,3,8,10,7,7,6,1,2026-04-03
Tra Que Garden Cooking Class & Restaurant,Vietnam,https://www.google.com/maps/place/Tra+Que+Garden+Cooking+Class+%26+Restaurant/,is a traveler’s fave and the perfect place to try your hand at Vietnamese cooking.,Hoi An,cooking school,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Tran Quoc Pagoda,Vietnam,https://goo.gl/maps/VV7FGiEjb4JkmxvX6,"With 2 nights in Hanoi, you should be able to see every tourist attraction the city has to offer. Places like , the oldest Buddhist temple in Hanoi, Presidential Palace, and the Ho Chi Minh Mausoleum are really interesting to see. They are all located in the same area of the West Lake, so you can see them all in one go.

Tourist attractions worth visiting in Hanoi are the , the oldest Buddhist temple in Hanoi, which is located on the West Lake. It is another great place to walk around in the evening.

Tourist attractions worth visiting in Hanoi are the , the oldest Buddhist temple in Hanoi, which is located on the West Lake. It is another excellent place to walk around in the evening. Within the same area, you can also drop by and admire the stunning Presidential Palace and visit the Ho Chi Minh Mausoleum.",,,,3,5,4,5,4,8,2,6,3,7,3,2026-04-03
Trang An,Vietnam,https://goo.gl/maps/PHEjEcqD1X5W6hjg6,"One of the most famous things to do in Ninh Binh is to go on a boat ride along the beautiful river nestled between the stunning limestone mountains, and there is no better place to do it than in .",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Tua Pek Kong Temple,Vietnam,https://goo.gl/maps/gJLnWNc9dehdwJS97,"Spend the other half of the day wandering around the city, checking out the , cruising along the river, or walking the waterfront and appreciating the beautiful New Sarawak Parliament architecture.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Tuol Sleng Genocide Museum,Vietnam,https://goo.gl/maps/V7qrNzXKSjAmSxXQ9,"After visiting the museum, you can learn more about the history of Cambodia during a darker period when the Khmer Rouge took over Cambodia at the , which was once a school turned prison turned museum. It is where the Khmer Rouge used to detain prisoners before shipping them to the Killing Fields.",,,,0,2,2,1,5,10,0,2,1,4,1,2026-04-03
Van Long Nature Reserve,Vietnam,https://goo.gl/maps/siBxCHYgQqCMxMPy8,"Standing amid the stunning limestone mountains in Ninh Binh,  is one of the few wetlands in the area that are known for their abundance of bird species and other rare animals like the endangered Delacour's langurs.",,,,3,7,2,10,8,1,1,7,3,9,1,2026-04-03
Vang Vieng Loop,Vietnam,"https://www.google.com/maps/dir/Vang+Vieng,+Laos/18.9489722,102.3463349/18.9449703,102.3438791/18.910459,102.3598646/18.9110996,102.4076044/@18.9171154,102.3143374,12.04z/data=!4m12!4m11!1m5!1m1!1s0x312592ce77642d97:0x1b2e86e863d14107!2m2!1d102.4443706!2d18.9218043!1m0!1m0!1m0!1m0!3e0?entry=ttu","You have several options when it comes to things to do in Vang Vieng. You can rent a motorbike and explore . Hike up to Vang Vieng Night Market, visit one of the many Blue Lagoons (I suggest Blue Lagoon 3), and explore the beautiful countryside of Vang Vieng.",,,,5,5,4,10,8,6,1,9,5,4,1,2026-04-03
Vietnam,Vietnam,https://www.google.com/maps/place/Vietnam,"Vietnam is a country where tourism is blossoming, and the established backpacker trail of Southeast Asia is now drawing more affluent visitors and solo travelers.",Southeast Asia,country,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Vietnam War Museum,Vietnam,https://goo.gl/maps/2WrqpknSsihPbuzk7,"The best way to understand a country and its people is to know where they came from, and one of the best places to understand Vietnam is at the .

But if you are looking to learn a little bit more about the history of Vietnam, the first thing I would recommend you do is to visit the .",,,,5,5,10,5,5,5,5,5,5,5,2,2026-04-03
Vietnam War Remnants Museum,Vietnam,https://goo.gl/maps/2WrqpknSsihPbuzk7,"The city itself is like any other big city in Southeast Asia: it comes with traffic jams, is full of nightlife activities, and offers a ton of things to do for city-goers. It is also home to the , which I highly recommend you visit.",,,,2,4,6,0,3,8,5,7,8,8,1,2026-04-03
Vietnamese border,Vietnam,https://www.google.com/maps/place/Vietnam+border,The author stopped at the Vietnamese border to get their passport checked and stamped.,Vietnam,border crossing,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Vinh Hung Heritage Hotel,Vietnam,https://www.google.com/maps/place/Vinh+Hung+Heritage+Hotel/,offers a gorgeous traditional atmosphere and is a fave amongst travelers. It’s connected with the Vinh Hung Restaurant and the food is out of this world.,Hoi An,hotel,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Vinh Trang Pagoda,Vietnam,https://maps.app.goo.gl/qKPftJ3TNonXRvjE7,"The tour will begin by picking you up from your accommodation and taking you to  on your way to the Mekong Delta. This temple is one of the largest and most famous temples in the Mekong Delta province, featuring the main building full of stunning Buddha images and intricately detailed decorations.

Surrounded by rivers, lush nature, and floating markets, the Mekong Delta is best explored by boat, and you can do just that straight from Ho Chi Minh City with a guided tour. This tour also includes a visit to , one of the largest and most famous temples in the Mekong Delta, as well as a boat trip around the region’s scenic islands and more. A perfect day trip to escape the bustle of the city.",,,,2,6,3,6,8,9,1,8,7,8,2,2026-04-03
Vung Vieng fishing village,Vietnam,https://www.google.com/maps/place/Vung+Vieng+fishing+village,We arrived at the Vung Vieng fishing village and explored by rowboat before heading over to the Thien Canh Son cave system.,Quảng Ninh Province,Fishing village,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Wat Arun,Vietnam,https://goo.gl/maps/oGpkwnuR2PFjeWAj8,", an old temple featured on the 10 baht coin, is a great temple for you to visit right before the sunset. It is located right by the Chao Praya river, and you can take the boat taxi across from Wat Pho. The temple opens from 7:30 AM to 5:30 PM, and the admission fee is 50 THB.",,,,1,5,2,8,5,10,0,8,4,10,1,2026-04-03
Wat Pho,Vietnam,https://goo.gl/maps/PdUHfDnsGj9JJRVy7,"is another great temple you should visit in Bangkok. It is right next to the Grand Palace, and you will be able to see one of the largest reclining Buddha statues in the country here.

's opening hours are from 8 AM to 6:30 PM, and the entrance fee for foreigners is 200 THB. I prefer this temple more than the Grand Palace because it is much less crowded, allowing you to sit and enjoy the place at your own leisure.",,,,4,5,7,4,4,6,4,7,6,6,2,2026-04-03
Wat Phra That Doi Suthep,Vietnam,https://goo.gl/maps/A8q1dYrgrkvJoQKL9,"There are a ton, and it's unlikely that you would see them all, so I would recommend you visit these 3 temples: , which sits on top of a hill overlooking the city, Wat Chedi Luang, one of the oldest temples in the old city wall area, and Wat Umong, located in a jungle just outside of Chiang Mai's old city wall. You can rent a scooter and explore all these temples in a day.",,,,1,4,6,8,8,10,0,6,3,7,1,2026-04-03
Wat Sisaket,Vietnam,https://goo.gl/maps/FxLCwjv5jDrasXZQ9,"Also don't forget to visit , one of the oldest temples in the city, built in the early 19th century by the last king of the Vientiane Kingdom to get a little glimpse of the royal history of Laos.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Wat Xieng Thong,Vietnam,https://goo.gl/maps/Rhuarw17ARZV8sPe8,"With its unique rural development and French influence during colonization, Luang Prabang has a lot of unique experiences to offer. For one, the town is full of cozy French cafes for you to indulge yourself in, while all the glorious temples like , Haw Pha Bang, or Wat Wisnarat are all located within the same area, making exploring the temples of Luang Prabang a breeze.",,,,5,6,4,3,3,10,4,7,7,6,1,2026-04-03
Wat Yai Chaimongkol,Vietnam,https://goo.gl/maps/dyQa64LfjaVy1C4h6,"It is an awesome place to visit with many spots to explore, like the giant pagoda of , the ancient Wat Chai Watthanaram that reminded me of Angkor Wat, the famous Buddha head embedded in a Banyan tree, one of the most photographed places in Ayutthaya, and so much more.",,,,8,8,4,10,6,10,0,9,0,4,1,2026-04-03
Y Linh Ho,Vietnam,https://www.google.com/maps/place/Y+Linh+Ho/,"A village where the Hmong people live, known for their traditional clothing and resourceful ways of building machines to peel the grain of rice from its little shell.",North,village,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
central bus terminal,Vietnam,https://goo.gl/maps/Mn3hhGekNtxpuyG98,"You can either fly straight from Vientiane to Bangkok via AirAsia or you can take bus #14 from  to the Lao-Thai border, cross the border into Nong Khai in Thailand, catch a minivan to either Udon Thani airport or the train station and travel to Bangkok from there. It takes a little longer (or 12 hours longer if you choose the train route) but it will be a little cheaper if you cross the border first before flying or riding the overnight train back to Bangkok.",,,,0,0,4,0,0,0,0,0,1,8,1,2026-04-03
night market,Vietnam,https://goo.gl/maps/tQV6e38bHJ9Eh65o8,"Once you are done with Phousi Hill, come back down and the  should already be in full-swing. Enjoy a nice stroll, shop for some souvenirs, and find a nice place to sit like Yuni Yupoun and enjoy your dinner. You deserve it!",,,,4,2,2,5,5,6,8,9,5,3,1,2026-04-03
sit-on-a-small-stool-type restaurant,Vietnam,https://goo.gl/maps/atyvrEMw8gawFyDe7,"The weather in Sapa can get freezing, and there are no better ways to warm yourself than to enjoy a traditional BBQ dish in a local .",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
the Cafe Apartment,Vietnam,https://maps.app.goo.gl/RGe78NawCBVMnXeNA,"While exploring Nguyen Hue Square, be sure to check out , an old residential building that has been converted into a popular tourist attraction, filled with hip cafes, bars, and restaurants with balconies offering great views of the square from above.

After the opera house, you can continue down the boulevard and visit  - an old residential building that has been converted into a popular tourist attraction, filled with hip cafes, bars, and restaurants with balconies offering great views of the square from above.",,,,6,4,4,7,4,8,6,9,6,4,2,2026-04-03
the Independence Palace,Vietnam,https://goo.gl/maps/tLigGuTiVtGuRucDA,"Another awesome place to visit here, especially if you are into history, is , an important landmark that played a crucial role during the Vietnam War as the presidential residence and workplace during the Republic of Vietnam (southern Vietnam) era.

Next up, we will visit another important historical sight, which is also a museum, , an important landmark that played a crucial role during the Vietnam War as the presidential residence and workplace during the Republic of Vietnam (southern Vietnam) era.",,,,2,2,4,2,5,10,2,5,6,6,2,2026-04-03
unnamed street food stall,Vietnam,https://maps.app.goo.gl/GFUcPjRsAgntSo3F6,"Another awesome discovery I made while exploring the city's small alleyways is this , located not too far from the main road in the Pham Ngu Lao District. The place is so small and unintentionally hidden that you might walk right past it without noticing. It certainly took me a few tries to actually find it 😂.",,,,1,2,4,9,7,6,0,6,1,9,1,2026-04-03
